dataset_name,adaptation_method,run_name,model_name,image_size,batch_size,probe_batch_size,data_fraction,dataset_seed,normalize_features,train_trial_id,lr,weight_decay,trial_id,epoch,epochs,threshold,mean_auc,mean_accuracy,exact_match_accuracy,f1_macro,f1_micro,loss,head_train_seconds,train_wall_seconds,checkpoint_eval_seconds,threshold_search_seconds,head_total_params,head_trainable_params
chestmnist,linear_probe,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,16,512,1.0,0,True,train_trial_014,0.003,0.0001,train_trial_014_epoch_070,70,70,0.1,0.7343466241018491,0.8530999707129487,0.15981816561190837,0.16739625443505463,0.28489074848907486,0.16484197430038358,85.15807887073606,180.4692810010165,0.22307507297955453,1.3291034379508346,14350,14350
