dataset_name,adaptation_method,run_name,model_name,image_size,batch_size,probe_batch_size,data_fraction,dataset_seed,normalize_features,train_trial_id,trial_id,epoch,epochs,lr,weight_decay,threshold,selection_metric,class_name,true_positive_rate,predicted_positive_rate,accuracy,f1,auc
chestmnist,linear_probe,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,16,512,1.0,0,True,train_trial_014,train_trial_014_epoch_070,70,70,0.003,0.0001,0.1,f1_macro,atelectasis,0.09974151104688644,0.4161689877510071,0.632587574650147,0.28783690393918454,0.7332245020748724
chestmnist,linear_probe,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,16,512,1.0,0,True,train_trial_014,train_trial_014_epoch_070,70,70,0.003,0.0001,0.1,f1_macro,cardiomegaly,0.021392280235886574,0.01586594246327877,0.9671985025403333,0.11961722488038277,0.7620859519689104
chestmnist,linear_probe,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,16,512,1.0,0,True,train_trial_014,train_trial_014_epoch_070,70,70,0.003,0.0001,0.1,f1_macro,effusion,0.11516177654266357,0.410196989774704,0.6612888849273554,0.35527655242619616,0.7975764489441655
chestmnist,linear_probe,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,16,512,1.0,0,True,train_trial_014,train_trial_014_epoch_070,70,70,0.003,0.0001,0.1,f1_macro,infiltration,0.17987342178821564,0.786344587802887,0.3596577235047687,0.3372693726937269,0.6542883691381415
chestmnist,linear_probe,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,16,512,1.0,0,True,train_trial_014,train_trial_014_epoch_070,70,70,0.003,0.0001,0.1,f1_macro,mass,0.05570906400680542,0.12077724933624268,0.8648720919868081,0.23434343434343435,0.7256544459127807
chestmnist,linear_probe,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,16,512,1.0,0,True,train_trial_014,train_trial_014_epoch_070,70,70,0.003,0.0001,0.1,f1_macro,nodule,0.05463945120573044,0.08565825968980789,0.8798466886531776,0.14358322744599747,0.6071442524299859
chestmnist,linear_probe,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,16,512,1.0,0,True,train_trial_014,train_trial_014_epoch_070,70,70,0.003,0.0001,0.1,f1_macro,pneumonia,0.011854888871312141,8.913450437830761e-05,0.988055976468491,0.0,0.6908618741513716
chestmnist,linear_probe,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,16,512,1.0,0,True,train_trial_014,train_trial_014_epoch_070,70,70,0.003,0.0001,0.1,f1_macro,pneumothorax,0.04492378979921341,0.09911756962537766,0.8916124431767537,0.24752475247524752,0.77901658407958
chestmnist,linear_probe,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,16,512,1.0,0,True,train_trial_014,train_trial_014_epoch_070,70,70,0.003,0.0001,0.1,f1_macro,consolidation,0.0398431234061718,0.1248774379491806,0.8661199750423388,0.18722943722943722,0.7676156843785071
chestmnist,linear_probe,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,16,512,1.0,0,True,train_trial_014,train_trial_014_epoch_070,70,70,0.003,0.0001,0.1,f1_macro,edema,0.017826899886131287,0.04474551975727081,0.9502629467867011,0.20512820512820512,0.8482729830293131
chestmnist,linear_probe,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,16,512,1.0,0,True,train_trial_014,train_trial_014_epoch_070,70,70,0.003,0.0001,0.1,f1_macro,emphysema,0.018539976328611374,0.028701310977339745,0.9570371690881541,0.09056603773584905,0.7074664845643867
chestmnist,linear_probe,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,16,512,1.0,0,True,train_trial_014,train_trial_014_epoch_070,70,70,0.003,0.0001,0.1,f1_macro,fibrosis,0.01479632779955864,0.0008022105321288109,0.9844014618058651,0.0,0.6980534096941462
chestmnist,linear_probe,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,16,512,1.0,0,True,train_trial_014,train_trial_014_epoch_070,70,70,0.003,0.0001,0.1,f1_macro,pleural,0.03315803408622742,0.031464479863643646,0.9441126660130137,0.13517241379310344,0.7114713101387728
chestmnist,linear_probe,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,16,512,1.0,0,True,train_trial_014,train_trial_014_epoch_070,70,70,0.003,0.0001,0.1,f1_macro,hernia,0.0036545146722346544,0.0,0.9963454853373741,0.0,0.7981204369209555
