dataset_name,adaptation_method,run_name,model_name,image_size,batch_size,probe_batch_size,data_fraction,dataset_seed,normalize_features,train_trial_id,lr,weight_decay,trial_id,epoch,epochs,threshold,mean_auc,mean_accuracy,exact_match_accuracy,f1_macro,f1_micro,loss,head_train_seconds,train_wall_seconds,checkpoint_eval_seconds,threshold_search_seconds,head_total_params,head_trainable_params
chestmnist,linear_probe,rad_dino_518,microsoft/rad-dino,518,8,512,1.0,0,True,train_trial_014,0.003,0.0001,train_trial_014_epoch_090,90,90,0.1,0.7900885183865757,0.8626628296384958,0.20313753453962027,0.21636613198751223,0.3122588872947553,0.15546833878851732,79.62125269696116,176.77381048095413,0.19573497492820024,1.3441724930889904,10766,10766
