dataset_name,adaptation_method,run_name,model_name,image_size,setting,n_train,k,threshold,positive_neighbors_needed,runs,classes_with_positive_train_examples_mean,mean_auc_mean,mean_auc_std,f1_macro_mean,f1_macro_std,f1_micro_mean,f1_micro_std,mean_accuracy_mean,exact_match_accuracy_mean
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,3,0.03,1,10,4.9,0.5087376601715721,0.0049617172485159275,0.044197829120823935,0.01801447479479064,0.12278940815903475,0.05125465800017841,0.8611469063960374,0.17507799269097069
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,3,0.05,1,10,4.9,0.5087376601715721,0.0049617172485159275,0.044197829120823935,0.01801447479479064,0.12278940815903475,0.05125465800017841,0.8611469063960374,0.17507799269097069
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,3,0.1,1,10,4.9,0.5087376601715721,0.0049617172485159275,0.044197829120823935,0.01801447479479064,0.12278940815903475,0.05125465800017841,0.8611469063960374,0.17507799269097069
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,3,0.15,1,10,4.9,0.5087376601715721,0.0049617172485159275,0.044197829120823935,0.01801447479479064,0.12278940815903475,0.05125465800017841,0.8611469063960374,0.17507799269097069
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,3,0.2,1,10,4.9,0.5087376601715721,0.0049617172485159275,0.044197829120823935,0.01801447479479064,0.12278940815903475,0.05125465800017841,0.8611469063960374,0.17507799269097069
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,3,0.3,1,10,4.9,0.5087376601715721,0.0049617172485159275,0.044197829120823935,0.01801447479479064,0.12278940815903475,0.05125465800017841,0.8611469063960374,0.17507799269097069
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,3,0.5,2,10,4.9,0.5087376601715721,0.0049617172485159275,0.007928894194531494,0.013266170579575982,0.0296420949170061,0.05068241117729194,0.9442979384462584,0.5029592655316872
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,5,0.01,1,10,4.9,0.5077502078719733,0.006848655505062802,0.04801363991568251,0.017731255871976895,0.14181492013831137,0.047299527479935814,0.7910286121757732,0.06538015865941707
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,5,0.03,1,10,4.9,0.5077502078719733,0.006848655505062802,0.04801363991568251,0.017731255871976895,0.14181492013831137,0.047299527479935814,0.7910286121757732,0.06538015865941707
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,5,0.05,1,10,4.9,0.5077502078719733,0.006848655505062802,0.04801363991568251,0.017731255871976895,0.14181492013831137,0.047299527479935814,0.7910286121757732,0.06538015865941707
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,5,0.1,1,10,4.9,0.5077502078719733,0.006848655505062802,0.04801363991568251,0.017731255871976895,0.14181492013831137,0.047299527479935814,0.7910286121757732,0.06538015865941707
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,5,0.15,1,10,4.9,0.5077502078719733,0.006848655505062802,0.04801363991568251,0.017731255871976895,0.14181492013831137,0.047299527479935814,0.7910286121757732,0.06538015865941707
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,5,0.2,1,10,4.9,0.5077502078719733,0.006848655505062802,0.04801363991568251,0.017731255871976895,0.14181492013831137,0.047299527479935814,0.7910286121757732,0.06538015865941707
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,5,0.3,2,10,4.9,0.5077502078719733,0.006848655505062802,0.014405830449252416,0.015851733570044872,0.07110741641142898,0.07494676702754847,0.9309182127258605,0.39877885729565915
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,5,0.5,3,10,4.9,0.5077502078719733,0.006848655505062802,0.0033456384767520733,0.009831900181423823,0.01826340888430731,0.054952390567125385,0.9455477315268741,0.5075764328371513
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,10,0.01,1,10,4.9,0.5,0.0,0.048604966993248275,0.018468521272927686,0.13397245783277167,0.028314602038303712,0.6534927992054296,0.00013370175594972812
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,10,0.03,1,10,4.9,0.5,0.0,0.048604966993248275,0.018468521272927686,0.13397245783277167,0.028314602038303712,0.6534927992054296,0.00013370175594972812
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,10,0.05,1,10,4.9,0.5,0.0,0.048604966993248275,0.018468521272927686,0.13397245783277167,0.028314602038303712,0.6534927992054296,0.00013370175594972812
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,10,0.1,1,10,4.9,0.5,0.0,0.048604966993248275,0.018468521272927686,0.13397245783277167,0.028314602038303712,0.6534927992054296,0.00013370175594972812
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,10,0.15,2,10,4.9,0.5,0.0,0.022480006851667848,0.017608953749304875,0.12762060432714287,0.0965961639976647,0.8676257114843441,0.17606738568499863
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,10,0.2,2,10,4.9,0.5,0.0,0.022480006851667848,0.017608953749304875,0.12762060432714287,0.0965961639976647,0.8676257114843441,0.17606738568499863
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,10,0.3,3,10,4.9,0.5,0.0,0.00583102923992552,0.012775226150904144,0.04278897895151018,0.09022398285649344,0.9345619039130048,0.4437561279971477
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,10-img,10,10,0.5,5,10,4.9,0.5,0.0,0.002177878025879839,0.006887055027811426,0.021024118351825806,0.06648409978871479,0.9446328295111609,0.49653266779570365
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,1,0.01,1,10,7.6,0.503946754131719,0.004473939125688429,0.03769730364865059,0.015636280038541325,0.08428501777431345,0.030825527536768774,0.919063323698318,0.36090560656029946
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,1,0.03,1,10,7.6,0.503946754131719,0.004473939125688429,0.03769730364865059,0.015636280038541325,0.08428501777431345,0.030825527536768774,0.919063323698318,0.36090560656029946
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,1,0.05,1,10,7.6,0.503946754131719,0.004473939125688429,0.03769730364865059,0.015636280038541325,0.08428501777431345,0.030825527536768774,0.919063323698318,0.36090560656029946
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,20-img,20,1,0.1,1,10,7.6,0.503946754131719,0.004473939125688429,0.03769730364865059,0.015636280038541325,0.08428501777431345,0.030825527536768774,0.919063323698318,0.36090560656029946
