dataset_name,run_name,model_name,image_size,setting,seed,n_train,k,threshold,positive_neighbors_needed,neighbor_fraction,classes_with_positive_train_examples,mean_auc,mean_accuracy,exact_match_accuracy,f1_macro,f1_micro
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,50-img,7,50,10,0.05,1,0.2,10,0.4988113764076463,0.5864668355977741,0.0008022105356983688,0.08107488467474806,0.1308443730764084
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,50-img,8,50,10,0.05,1,0.2,10,0.5217036500617176,0.7483350948009118,0.021392280951956503,0.08345687054549757,0.15563720254624686
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,50-img,9,50,10,0.05,1,0.2,11,0.5385799486587057,0.6027720830733577,0.0002674035118994563,0.08935383004517208,0.15034522204518527
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,100-img,0,100,20,0.05,1,0.2,12,0.533099931055396,0.5450129245030751,8.913450396648542e-05,0.09667017798526915,0.14128645414018096
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,100-img,1,100,20,0.05,1,0.2,13,0.5437745277191486,0.47269300803483894,0.0,0.09675255820220054,0.13122561154701465
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,100-img,2,100,20,0.05,1,0.2,13,0.5274509995170213,0.5066850877974864,0.0,0.09784653527806873,0.13948891085370324
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,100-img,3,100,20,0.05,1,0.2,12,0.5506700968111286,0.6015560337692436,0.0014261520634637668,0.09840690083916874,0.1526254502125816
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,100-img,4,100,20,0.05,1,0.2,13,0.5409541130147388,0.5796225790432048,0.0011587485515643105,0.09642941216572401,0.1360775642116006
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,100-img,5,100,20,0.05,1,0.2,12,0.5532033598755789,0.6129843505278035,0.0,0.09688136433429342,0.15929742064864116
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,100-img,6,100,20,0.05,1,0.2,13,0.5594027784123999,0.490698177836069,0.0,0.10583824529588558,0.13940528444788708
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,100-img,7,100,20,0.05,1,0.2,13,0.5335531933897875,0.46540944571072035,0.0,0.09127381854479612,0.1333704896375196
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,100-img,8,100,20,0.05,1,0.2,13,0.5357918603976464,0.5936803636687762,0.00017826900793297085,0.0990070499944987,0.1414445804689707
