dataset_name,adaptation_method,run_name,model_name,image_size,batch_size,probe_batch_size,data_fraction,dataset_seed,normalize_features,train_trial_id,lr,weight_decay,epoch,train_loss,train_mean_accuracy,train_f1_macro,train_f1_micro,val_loss,val_mean_auc,val_mean_accuracy,val_exact_match_accuracy,val_f1_macro,val_f1_micro,train_epoch_seconds,val_eval_seconds,epoch_seconds
chestmnist,linear_probe,stanford_dinov2_xray_224,StanfordAIMI/dinov2-base-xray-224,224,16,512,1.0,0,True,train_trial_000,0.0001,0.0,1,0.6302245471245009,0.9073270996730242,0.023813972409500676,0.0297167473599939,0.5703311146702909,0.568077185686082,0.94920606623967,0.5418486496122649,0.0,0.0,0.8263993500731885,0.18611620995216072,1.733804423827678
chestmnist,linear_probe,stanford_dinov2_xray_224,StanfordAIMI/dinov2-base-xray-224,224,16,512,1.0,0,True,train_trial_000,0.0001,0.0,2,0.5216938857304951,0.9485686612923195,0.0,0.0,0.4765944614699631,0.5699413983458462,0.94920606623967,0.5418486496122649,0.0,0.0,0.7581261468585581,0.18484584405086935,1.5458331629633904
chestmnist,linear_probe,stanford_dinov2_xray_224,StanfordAIMI/dinov2-base-xray-224,224,16,512,1.0,0,True,train_trial_000,0.0001,0.0,3,0.44033977401489305,0.9485686612923195,0.0,0.0,0.4066158472237841,0.5707193943811714,0.94920606623967,0.5418486496122649,0.0,0.0,0.7637732699513435,0.18478928017430007,1.5404423701111227
chestmnist,linear_probe,stanford_dinov2_xray_224,StanfordAIMI/dinov2-base-xray-224,224,16,512,1.0,0,True,train_trial_000,0.0001,0.0,4,0.37974500170740666,0.9485686612923195,0.0,0.0,0.3544489995013032,0.5720098275601885,0.94920606623967,0.5418486496122649,0.0,0.0,0.7510275470558554,0.18329647812061012,1.532713748048991
chestmnist,linear_probe,stanford_dinov2_xray_224,StanfordAIMI/dinov2-base-xray-224,224,16,512,1.0,0,True,train_trial_000,0.0001,0.0,5,0.33455289373365255,0.9485686612923195,0.0,0.0,0.31540291835220646,0.5737531398023943,0.94920606623967,0.5418486496122649,0.0,0.0,0.7564462721347809,0.18413579906336963,1.5347601759713143
chestmnist,linear_probe,stanford_dinov2_xray_224,StanfordAIMI/dinov2-base-xray-224,224,16,512,1.0,0,True,train_trial_000,0.0001,0.0,6,0.3006650704096513,0.9485686612923195,0.0,0.0,0.2859700451332656,0.5758913826233502,0.94920606623967,0.5418486496122649,0.0,0.0,0.7475245320238173,0.1905190588440746,1.5333939278498292
chestmnist,linear_probe,stanford_dinov2_xray_224,StanfordAIMI/dinov2-base-xray-224,224,16,512,1.0,0,True,train_trial_000,0.0001,0.0,7,0.2750227935131752,0.9485686612923195,0.0,0.0,0.26353085387177044,0.5782758856184426,0.94920606623967,0.5418486496122649,0.0,0.0,0.753385161049664,0.1836314199026674,1.5708031200338155
chestmnist,linear_probe,stanford_dinov2_xray_224,StanfordAIMI/dinov2-base-xray-224,224,16,512,1.0,0,True,train_trial_000,0.0001,0.0,8,0.25542874925954023,0.9485686612923195,0.0,0.0,0.24626939062453154,0.5808742143593398,0.94920606623967,0.5418486496122649,0.0,0.0,0.7866101791150868,0.19610909093171358,1.6581048131920397
chestmnist,linear_probe,stanford_dinov2_xray_224,StanfordAIMI/dinov2-base-xray-224,224,16,512,1.0,0,True,train_trial_000,0.0001,0.0,9,0.240297294169833,0.9485686612923195,0.0,0.0,0.2328459575608916,0.5836224830700766,0.94920606623967,0.5418486496122649,0.0,0.0,0.7648726538755,0.18474049679934978,1.5612012569326907
chestmnist,linear_probe,stanford_dinov2_xray_224,StanfordAIMI/dinov2-base-xray-224,224,16,512,1.0,0,True,train_trial_000,0.0001,0.0,10,0.22848309476851275,0.9485686612923195,0.0,0.0,0.22227301897451365,0.586489364660233,0.94920606623967,0.5418486496122649,0.0,0.0,1.2862687851302326,0.18409740296192467,2.0698510429356247
