dataset_name,adaptation_method,run_name,model_name,image_size,batch_size,probe_batch_size,data_fraction,dataset_seed,normalize_features,train_trial_id,lr,weight_decay,epoch,train_loss,train_mean_accuracy,train_f1_macro,train_f1_micro,val_loss,val_mean_auc,val_mean_accuracy,val_exact_match_accuracy,val_f1_macro,val_f1_micro,train_epoch_seconds,val_eval_seconds,epoch_seconds
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,11,0.26055149893461216,0.9485686612923195,0.0,0.0,0.2529990128686014,0.5674710963593449,0.94920606623967,0.5418486496122649,0.0,0.0,0.8984375409781933,0.2007001219317317,1.7376688390504569
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,12,0.2485827189889311,0.9485686612923195,0.0,0.0,0.2419926133031715,0.5685936927547451,0.94920606623967,0.5418486496122649,0.0,0.0,0.9540040069259703,0.20038742199540138,1.7632663340773433
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,13,0.23851995258382466,0.9485686612923195,0.0,0.0,0.23271417963663113,0.5697057581822919,0.94920606623967,0.5418486496122649,0.0,0.0,1.0486080539412796,0.25200116797350347,1.918999628862366
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,14,0.2300347952389502,0.9485686612923195,0.0,0.0,0.22485874689021673,0.5708539025914434,0.94920606623967,0.5418486496122649,0.0,0.0,0.9247534621972591,0.1988837339449674,1.7407967660110444
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,15,0.22285166804673942,0.9485686612923195,0.0,0.0,0.21819662554627042,0.5720202520915078,0.94920606623967,0.5418486496122649,0.0,0.0,0.9643882769159973,0.23831899790093303,1.8985239409375936
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,16,0.21674578204859637,0.9485686612923195,0.0,0.0,0.21251572766706942,0.5732299686314851,0.94920606623967,0.5418486496122649,0.0,0.0,0.8027879311703146,0.20469240983948112,1.6844515150878578
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,17,0.21153754882581702,0.9485686612923195,0.0,0.0,0.2076596478024357,0.5744364719571615,0.94920606623967,0.5418486496122649,0.0,0.0,0.9700551668647677,0.19783353619277477,1.7784844131674618
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,18,0.20708197671569695,0.9485686612923195,0.0,0.0,0.2034898878992725,0.5756654935777893,0.94920606623967,0.5418486496122649,0.0,0.0,0.9103949330747128,0.20411474187858403,1.7331275180913508
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,19,0.2032578462653066,0.9485686612923195,0.0,0.0,0.19991078693627226,0.5769200879874694,0.94920606623967,0.5418486496122649,0.0,0.0,0.9599988439586014,0.2010095219593495,1.781203782884404
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,20,0.19996457998800116,0.9485686612923195,0.0,0.0,0.19681478021260473,0.5781923937253375,0.94920606623967,0.5418486496122649,0.0,0.0,1.1062543760053813,0.19961007311940193,1.9170972369611263
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,21,0.19712574533191837,0.9485686612923195,0.0,0.0,0.19413642182033727,0.5794802595919099,0.94920606623967,0.5418486496122649,0.0,0.0,0.9538247769232839,0.2431693479884416,1.8115053849760443
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,22,0.1946724280946668,0.9485686612923195,0.0,0.0,0.19182028669051407,0.5807702498821287,0.94920606623967,0.5418486496122649,0.0,0.0,0.9201773470267653,0.19968263385817409,1.7360808190423995
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,23,0.1925452698321981,0.9485686612923195,0.0,0.0,0.18980569871992062,0.5820880931248091,0.94920606623967,0.5418486496122649,0.0,0.0,1.0848163198679686,0.2121685380116105,1.9111291859298944
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,24,0.19069813176318826,0.9485686612923195,0.0,0.0,0.18805542294168784,0.5834190337417372,0.94920606623967,0.5418486496122649,0.0,0.0,0.9693156629800797,0.20003254292532802,1.7865012581460178
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,25,0.18909099323201897,0.9485686612923195,0.0,0.0,0.186528318033402,0.5847520432407396,0.94920606623967,0.5418486496122649,0.0,0.0,0.9725753460079432,0.2026192049961537,1.7958997008390725
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,26,0.18768981141590613,0.9485686612923195,0.0,0.0,0.1851897554058518,0.5860990128978365,0.94920606623967,0.5418486496122649,0.0,0.0,0.7011527828872204,0.17749714106321335,1.5000796550884843
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,27,0.18646815302825676,0.9485686612923195,0.0,0.0,0.18402366147703086,0.5874713047811265,0.94920606623967,0.5418486496122649,0.0,0.0,0.949455328984186,0.430403987178579,2.082809720886871
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,28,0.18539763354541705,0.9485686612923195,0.0,0.0,0.18299574311648326,0.5888539238114968,0.94920606623967,0.5418486496122649,0.0,0.0,0.8050476920325309,0.20458159316331148,1.7423896070104092
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,29,0.18445855696011607,0.9485686612923195,0.0,0.0,0.18209349894329172,0.5902648951959356,0.94920606623967,0.5418486496122649,0.0,0.0,0.9753283150494099,0.2127711719367653,1.8625598950311542
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,30,0.18363224194703337,0.9485686612923195,0.0,0.0,0.1812990202175571,0.5916841113861789,0.94920606623967,0.5418486496122649,0.0,0.0,1.1242311510723084,0.2175013709347695,1.9558641291223466
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,31,0.18290372425298623,0.9485686612923195,0.0,0.0,0.1805952883720908,0.5931174875536322,0.94920606623967,0.5418486496122649,0.0,0.0,0.9300964430440217,0.20281802886165679,1.8408316171262413
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,32,0.18225967127421694,0.9485686612923195,0.0,0.0,0.17997134680447918,0.5945749610542669,0.94920606623967,0.5418486496122649,0.0,0.0,0.9549536670092493,0.24949362291954458,1.8716064291074872
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,33,0.18168830358697083,0.9485686612923195,0.0,0.0,0.17941487325057062,0.596019076139453,0.94920606623967,0.5418486496122649,0.0,0.0,1.0988241299055517,0.2041568849235773,1.9915375381242484
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,34,0.18118035961101076,0.9485686612923195,0.0,0.0,0.1789233618434902,0.5975211959808856,0.94920606623967,0.5418486496122649,0.0,0.0,0.9321393328718841,0.204952027881518,1.8315503869671375
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,35,0.18072551752459098,0.9485686612923195,0.0,0.0,0.1784771207232921,0.5990039549137743,0.94920606623967,0.5418486496122649,0.0,0.0,0.9803376181516796,0.20380059885792434,1.844651035964489
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,36,0.18031752108616061,0.9485686612923195,0.0,0.0,0.17807813544878615,0.6004879708629762,0.94920606623967,0.5418486496122649,0.0,0.0,0.9477552978787571,0.19966803188435733,1.760680855019018
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,37,0.17994923778582816,0.9485686612923195,0.0,0.0,0.17771987309668597,0.6019787214029975,0.94920606623967,0.5418486496122649,0.0,0.0,0.9390819729305804,0.34082864108495414,1.9013705388642848
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,38,0.17961562914121418,0.9485686612923195,0.0,0.0,0.177392378276773,0.603461132646442,0.94920606623967,0.5418486496122649,0.0,0.0,0.9118345729075372,0.20116596389561892,1.725708032026887
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,39,0.1793125801644097,0.9485686612923195,0.0,0.0,0.17709519010499067,0.6049709487013425,0.94920606623967,0.5418486496122649,0.0,0.0,0.948354858905077,0.1991178540047258,1.763690710067749
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,40,0.17903428639091046,0.9485686612923195,0.0,0.0,0.17682313854782133,0.6064851022515719,0.94920606623967,0.5418486496122649,0.0,0.0,1.081745290895924,0.19867398403584957,1.8958535271231085
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,41,0.17877847265715918,0.9485686612923195,0.0,0.0,0.176573262314595,0.6079847175926129,0.94920606623967,0.5418486496122649,0.0,0.0,0.8937693119514734,0.20379427401348948,1.7809235560707748
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,42,0.17854177943912858,0.9485686612923195,0.0,0.0,0.17634385318554854,0.6094841058171035,0.94920606623967,0.5418486496122649,0.0,0.0,0.9436373978387564,0.2009379251394421,1.7567767789587379
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,43,0.17832257393735224,0.9485686612923195,0.0,0.0,0.17612843210019893,0.6109669546311992,0.94920606623967,0.5418486496122649,0.0,0.0,0.9910129129420966,0.19698252016678452,1.8016833479050547
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,44,0.17811643000181865,0.9485686612923195,0.0,0.0,0.175931932357652,0.6124594636872003,0.94920606623967,0.5418486496122649,0.0,0.0,0.7707789589185268,0.1937882590573281,1.5674883839674294
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,45,0.17792399262029254,0.9485686612923195,0.0,0.0,0.17574570973174056,0.6139406733265681,0.94920606623967,0.5418486496122649,0.0,0.0,1.0735220408532768,0.1961873818654567,1.86805251496844
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,46,0.17774265093796598,0.9485686612923195,0.0,0.0,0.17557299476738164,0.6154472001785922,0.94920606623967,0.5418486496122649,0.0,0.0,0.9313599029555917,0.2063628740143031,1.7419901238754392
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,47,0.17757001537737535,0.9485686612923195,0.0,0.0,0.175410611629858,0.6169077276574358,0.94920606623967,0.5418486496122649,0.0,0.0,0.7528467699885368,0.1808956500608474,1.622947912896052
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,48,0.17740629796008425,0.9485686612923195,0.0,0.0,0.17525685642537867,0.6183499661695138,0.94920606623967,0.5418486496122649,0.0,0.0,0.7531034080311656,0.2086656680330634,1.6736055801156908
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,49,0.1772506593087036,0.9485686612923195,0.0,0.0,0.17511345168647202,0.6197635227546078,0.94920606623967,0.5418486496122649,0.0,0.0,1.17966404883191,0.20847053290344775,2.018484886037186
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,50,0.17710067997812137,0.9485686612923195,0.0,0.0,0.17497276510186285,0.6211743533180076,0.94920606623967,0.5418486496122649,0.0,0.0,0.9845491601154208,0.2127066790126264,1.8209940260276198
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,51,0.17695908191454193,0.9485686612923195,0.0,0.0,0.1748404461123087,0.6225817306097658,0.94920606623967,0.5418486496122649,0.0,0.0,0.8022218451369554,0.17638275306671858,1.6026091249659657
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,52,0.1768196445314893,0.9485686612923195,0.0,0.0,0.17471392757274834,0.6239375611263936,0.94920606623967,0.5418486496122649,0.0,0.0,0.9006407968699932,0.19889700808562338,1.727795128012076
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,53,0.17668727569051515,0.9485686612923195,0.0,0.0,0.17459291807841634,0.6253335005215549,0.94920606623967,0.5418486496122649,0.0,0.0,0.9527680180035532,0.20091058895923197,1.7700089691206813
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,54,0.17655932521664502,0.9485686612923195,0.0,0.0,0.1744744462123879,0.6266629020759032,0.94920606623967,0.5418486496122649,0.0,0.0,0.9590220209211111,0.20125359389930964,1.7725394750013947
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,55,0.17643604216292078,0.9485686612923195,0.0,0.0,0.17436296707386958,0.6279950444440952,0.94920606623967,0.5418486496122649,0.0,0.0,0.9433526929933578,0.20226193801499903,1.7618109569884837
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,56,0.1763163706168199,0.9485686612923195,0.0,0.0,0.17425666822395985,0.6292964001406223,0.94920606623967,0.5418486496122649,0.0,0.0,0.9451958760619164,0.49944687308743596,2.1113772788085043
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,57,0.17620024226863018,0.9485668407139582,0.0,0.0,0.17414911170887304,0.6305676916434227,0.94920606623967,0.5418486496122649,0.0,0.0,0.9143423710484058,0.2014118388760835,1.9100837581790984
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,58,0.17608809395701647,0.9485659304247775,0.0,0.0,0.17405226251288247,0.6318148999576257,0.94920606623967,0.5418486496122649,0.0,0.0,0.9356313080061227,0.20464228210039437,1.9539004568941891
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,59,0.17597978015011492,0.9485650201355968,0.0,0.0,0.17395562016131969,0.633057690966029,0.94920606623967,0.5418486496122649,0.0,0.0,1.1002571831922978,0.20100840902887285,2.045198494801298
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,60,0.17587484398760575,0.9485650201355968,0.0,0.0,0.17386123601107134,0.6342539805260665,0.94920606623967,0.5418486496122649,0.0,0.0,0.8140339129604399,0.2082061010878533,1.881002252921462
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,61,0.17577313940058475,0.9485650201355968,0.0,0.0,0.1737702204835469,0.63540127467882,0.94920606623967,0.5418486496122649,0.0,0.0,0.7134570810012519,0.1724490791093558,1.732087253127247
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,62,0.175674865916641,0.9485650201355968,0.0,0.0,0.17368275325734386,0.6365430267574467,0.94920606623967,0.5418486496122649,0.0,0.0,0.7357015090528876,0.18757439497858286,1.754586064023897
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,63,0.17557849429774527,0.9485650201355968,1.0264200521421387e-05,3.539447138356989e-05,0.17360178631903792,0.637684992912655,0.94920606623967,0.5418486496122649,0.0,0.0,0.7056668361183256,0.18665593513287604,1.7611678610555828
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,64,0.1754858835277532,0.9485650201355968,1.0264200521421387e-05,3.539447138356989e-05,0.17352032357012803,0.6388017282016708,0.94920606623967,0.5418486496122649,0.0,0.0,0.9396972898393869,0.20237548393197358,1.9863072270527482
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,65,0.17539592780711763,0.9485650201355968,1.0264200521421387e-05,3.539447138356989e-05,0.17343989217575673,0.6398672406177051,0.94920606623967,0.5418486496122649,0.0,0.0,0.7621120249386877,0.20405624201521277,1.7733344631269574
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,66,0.17530895563971166,0.9485641098464163,1.0263463097718433e-05,3.53938450103527e-05,0.1733652663861529,0.6409331250681227,0.94920606623967,0.5418486496122649,0.0,0.0,0.7707433220930398,0.18201483599841595,1.7093346961773932
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,67,0.175223542772442,0.9485641098464163,1.0263463097718433e-05,3.53938450103527e-05,0.17329004673500284,0.6419314179437497,0.94920606623967,0.5418486496122649,0.0,0.0,0.8544903141446412,0.2002140749245882,1.893786939093843
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,68,0.1751414325955921,0.9485641098464163,3.0781543386585404e-05,0.00010617401921749748,0.17321696377276566,0.6429282634722985,0.94920606623967,0.5418486496122649,0.0,0.0,1.099678668892011,0.20518275583162904,2.0892651779577136
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,69,0.17506020610765888,0.9485641098464163,4.103616311874839e-05,0.00014156034894626015,0.17314181530291792,0.6438954352111935,0.94920606623967,0.5418486496122649,0.0,0.0,0.8768753369804472,0.18824570602737367,1.9026040909811854
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,70,0.17498253285732937,0.9485650201355968,7.18712396713742e-05,0.00021232925189326916,0.173072886650007,0.6448483832888963,0.9491996994893867,0.5417595151082985,0.0,0.0,0.7336136728990823,0.21525117987766862,1.8103291830047965
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,71,0.1749062575496725,0.9485650201355968,7.18712396713742e-05,0.00021232925189326916,0.17300590519594183,0.6457937984665107,0.9491996994893867,0.5417595151082985,0.0,0.0,0.9577177681494504,0.21567452093586326,1.9418449529912323
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,72,0.17483169556563435,0.9485659304247775,0.00010778304807626826,0.0003184657030130394,0.17294014716984615,0.6467055129865195,0.9491996994893867,0.5417595151082985,0.0,0.0,0.9638534688856453,0.22401878400705755,1.9324415070004761
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,73,0.17476101135110103,0.9485650201355968,9.237235413050766e-05,0.00028308563340410475,0.17287447221251093,0.6475969832657972,0.9491996994893867,0.5417595151082985,0.0,0.0,1.1712948840577155,0.21275968803092837,2.1330509460531175
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,74,0.17468990956906874,0.9485641098464163,0.00010777364099063596,0.0003184544344780001,0.17281270353368433,0.6484842584114406,0.9491996994893867,0.5417595151082985,0.0,0.0,0.9444149839691818,0.22190163284540176,1.9336531981825829
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,75,0.17462133187982,0.9485604686896936,0.00010775483195097004,0.00031843189980009553,0.17274788317036233,0.6492912799928299,0.9491996994893867,0.5417595151082985,0.0,0.0,1.0734415191691369,0.21455011097714305,2.0531227781903
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,76,0.17455423046213933,0.9485604686896936,0.00011799915028800376,0.0003538007040634011,0.17269243603190887,0.6501476826071133,0.9491996994893867,0.5417595151082985,0.0,0.0,0.9560633269138634,0.226415588054806,1.9717864331323653
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,77,0.17448935042118183,0.9485622892680549,0.00013849220673654053,0.0004245458244149228,0.17263130359374879,0.6509557398095558,0.9491933327391033,0.5416703806043319,0.0,0.0,0.9436325530987233,0.19375948794186115,1.9507857752032578
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,78,0.17442654732802948,0.9485595584005129,0.0001384756158485377,0.0004245232957158524,0.17257344636281488,0.6517477147495647,0.94918696598882,0.5415812461003654,0.0,0.0,0.7771683509927243,0.19154124800115824,1.7005132031627
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,79,0.17436466499780998,0.9485586481113322,0.00015893706002581204,0.0004952333787297264,0.17251697720446596,0.6525404822051648,0.94918696598882,0.5415812461003654,0.0,0.0,0.7830062590073794,0.18787323287688196,1.7088826769031584
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,80,0.17430419360177868,0.9485586481113322,0.00016917052314043585,0.0005305884225606198,0.17246253664283812,0.6533095566435863,0.9491742324882534,0.541492111596399,0.0,0.0,1.1917295888997614,0.21200070716440678,2.1340887011028826
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,81,0.1742460034332272,0.9485604686896936,0.00022041393143086628,0.0006720073567121155,0.1724072688615559,0.6540545482478138,0.9491742324882534,0.541492111596399,0.0,0.0,0.9051211511250585,0.21314495103433728,1.8402851799037308
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,82,0.17418777223236062,0.9485586481113322,0.00020509816418041942,0.000601291007162437,0.17235475957090815,0.6547875891062228,0.9491742324882534,0.541492111596399,0.0,0.0,0.8193482318893075,0.21680309693329036,1.7941087000072002
chestmnist,linear_probe,dinov2_small_224,facebook/dinov2-small,224,32,512,1.0,0,True,train_trial_000,0.0001,0.0,83,0.17413150033099684,0.9485604686896936,0.00024094855376304434,0.0007073511467930467,0.1723005907393063,0.6555074661726882,0.9491742324882534,0.541492111596399,0.0,0.0,0.7780956630595028,0.21457159612327814,1.7615961199626327
